X,Y,V1,V2,V3,V4,V5,V6,V7
139.2948537,-30.19154626,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.6334133,-30.02542609,2.632113537,-0.371742186,-1.778145995,-4.593075235,-0.679205416,3.796876999,5.376861748
139.3727421,-30.23093106,-1.851460081,0.099107989,2.327848083,-2.309880809,-0.786734066,-0.601597969,-1.533359358
139.4724224,-30.09691686,3.193614198,5.521051971,2.006916393,4.77266704,-14.14861464,-0.197923386,0.553984272
139.6044029,-29.86795062,6.658594331,4.010647463,-7.687526222,5.979885388,2.387025293,0.108982956,-3.797565044
139.702823,-29.93364941,6.963527777,5.534494439,-1.675846792,-0.299319401,-0.80260691,2.177510389,-2.216664393
139.6485519,-30.00977676,2.825044499,1.062613188,3.442977468,-8.060201421,-0.996286722,-4.044323214,-0.887302025
139.4792769,-30.16016591,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.3478703,-30.2593502,-2.712397973,5.631950556,-0.158647016,-2.215522915,-3.620902702,-2.486186969,-3.087659367
139.3680699,-30.16960995,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.6447061,-29.87158227,7.302464669,1.361249891,-5.330323065,0.956394817,-1.065143736,-0.027294377,0.037334975
139.5306932,-29.8926928,3.380815769,9.490832915,-3.627015135,3.259810042,-0.003295134,0.154253382,0.711890577
139.3046928,-30.19770334,-6.052861971,-13.87075909,17.05601475,-5.680968513,4.394910811,3.733152612,3.572404491
139.4291066,-30.17738385,-2.316780172,12.18465474,-0.767661646,0.191415274,3.148056183,1.952019076,-4.563627125
139.5320433,-30.046469,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.5525212,-29.90849935,1.237115939,8.966273917,-5.415711453,0.00084432,-1.853363592,-1.05643083,-1.001749299
139.7024906,-29.95540808,9.191073725,-5.388886237,0.045111846,-3.552634843,2.596366266,2.732652302,-0.853656734
139.6785735,-29.97977992,-0.087460474,0.811217082,-0.687161877,0.557620802,0.412470774,-4.048679165,0.080501302
139.699373,-29.99726556,-0.965694758,-2.576533596,3.99999366,-3.113126884,-0.382372609,0.321444076,1.666237955
139.3267702,-30.22886358,-1.068554559,10.35695634,-0.819097121,2.859449746,0.850372042,-0.094372807,-6.896109361
139.5265758,-30.09909382,-1.300707693,1.917237858,1.575408662,-0.87620596,-3.861073397,1.297771323,4.198647461
139.4308791,-30.17366971,-1.893921612,5.389277155,0.724101692,0.833929793,-2.646441407,0.794951183,-1.874601872
139.3201347,-30.18442209,-3.088780293,-7.048560052,7.746195327,-0.486629328,3.713785832,1.057320144,-0.585564441
139.4992497,-30.08038624,-1.649872864,5.279912408,-1.974902502,2.827101644,-3.953095793,-2.806818687,-2.366049953
139.34928,-30.20234556,-0.756352401,0.066821046,-0.186374565,0.112234714,0.761256472,0.100302309,0.003014525
139.3182734,-30.1658713,-1.771107382,-0.607483661,-1.047713187,3.497628221,-0.393271753,-1.561850423,-1.022363323
